title,article
"
		  【 求助】德阳市艾贝尔幼儿园欠缴离职老师保险",我是原艾贝尔幼儿园老师，2021年6月离职至今一直在和艾贝尔幼儿园领导协商欠缴社保一事（2019年7月至2021年6月欠缴的社保），交涉数次无果。2022年6月离职将满一年，社保局也明确告知从5月中旬后更新系统需缴纳社保滞纳金，让我催促原单位及时补交社保。且现任职学校无法为我买社保可能会导致现任职学校受到相关部门询查，本月如果社保再不补交，我的社保也会断保，现在真的是没有办法了，希望政府相关部门能有效的帮助处理，感激不尽！！！
"
		  【 求助】广汉新欧鹏哈佛公馆不能办理水电卡",广汉市新欧鹏文教城哈佛公馆已经交房很久了，但是至今不能正常办理水电卡及房产证。请问城建有没有监督督导建设方办理相关手续，此项问题是否会引起后续业主的更多风险？
"
		  【 投诉】云龙机场有人冒充工作人员引诱办卡",2021年6月23日下午三点，我的母亲第一次并且独自在泸州云龙机场乘坐飞机，因为不会取票，身穿机场工作人员制服的航空联盟销售冒充工作人员假意热心帮忙取票，然后使用虚假宣传的信息蒙蔽办理民航联盟会员卡。要求是预存1998，到账4000，可以用来购买机票。1、购买机票价格会比携程等软件优惠，会在软件优惠的基础长享受折扣，但是事实是比软件购买机票还要贵。2、购买机票可以直接抵扣机票价格，优惠最高达300，假如购买500的机票只要付款200。但是实际只有10-50的优惠额度。明显存在欺骗消费者行为，这种行为绝对不能容忍。3.最开始联系客服经理，经理让我联系公司，公司又让我联系总部专门的员工，像踢皮球一样，最后在没有任何理由的情况下告之我此卡不能退，只能处理使用的问题，比霸王条约还霸王。目前会员卡没有使用过，我要求退卡退款。
"
		  【 咨询】河溪拆迁情况",尊敬的市领导：我是阆中市河溪街道回龙观村4组村民。多次听说我们家要拆迁，我想翻修老家的房子，又担心要拆迁了，浪费了钱。请问政府在这方面有没有明确的拆迁规划？谢谢
"
		  【 建言】公积金贷款额度提升",请问能否考虑提升下公积金贷款上限。目前单人可以贷款40万，两人上限是70万，这个公积金的贷款额度相较于现在高新区的房价已经不是很匹配了，希望能提高下公积金的贷款额度，为广大刚需以及置换的百姓带来实惠。
"
		  【 建言】巴登对面这条街的树枝应该修剪一下",尊敬的领导您好，就是巴登对面这条街就跟到像荒废了很久一样，希望派相关部门可以来给这些树修建一下
"
		  【 求助】个人医疗账户有余额，但是刷卡都显示为0",我之前社保归属地在四川巴中，后在成都工作后公司给买了成都的社保，因此社保归属地也已经转到了成都。但现在因个人原因，暂时没有工作，社保也暂时断缴了。目前个人医疗账户里的余额（400多元）同时也无法使用了，去医院和药店都刷社保卡显示余额为零，这是为什么呢？同时医保电子凭证里也没有参保地成都了，只能在余额查询里看到成都账户的余额。打了几天的医保局电话也没有人接听，特来此寻求帮助！
"
		  【 咨询】成都房屋互易的方法","领导您好！本人家庭当前居住地成都市青羊区，青羊区小学入学要求小孩户口所在房产证为父母,但是，目前我们家小孩户口挂在四老所在学区内房产下，该房产也为我们的实际居住地，同时我们夫妻二人名下也有其他房产。为了小孩能在当前家庭居住区域上小学，想通过与四老名下的该学位房产进行房屋互易，或又称房屋互换。想咨询一下，在成都限购的情况下，且夫妻或四老名下均有多套房产的情况下，能进行房屋互易吗？在成都进行房屋互易有什么条件，需要交什么税，互易之后后续进行交易有什么影响? 谢谢！"
"
		  【 咨询】农村房屋倒塌国家或政府是否有相关赔付政策",我想咨询下四川省达州市通川区关于农村房屋倒塌的：1、国家过政府有没有相关的补偿政策？2、日后在建房的话是否有补偿政策？
"
		  【 咨询】广元公交30路",我于2022年5月6日在国投大厦楼下等候30路公交车，于19.20分出国投大厦下楼到公交站台等车，一直到20.50分才等到一辆。我想问下公交公司，k11和k30不是30分钟双向对发的吗，为什么我一直等了1小时30分才等到？今天上午家人等车也是等了50分钟没有11路公交车就回家了，难道广元至元坝的公交这么稀缺？望相关部门给予答复，谢谢。
"
		  【 咨询】关于成都婚礼办理事宜的相关政策咨询",请问成都目前疫情已经控制好了，5月、6月是否能够举办婚宴呢，如果要举办，应该如何报备呢？谢谢！
"
		  【 投诉】隆昌市西怡苑小区违规住改商的问题",隆昌市西怡苑小区，又一个突出问题的及时反应。西怡苑小区很多临街餐馆把餐馆后面的小区车库打通，改建成了餐馆的一部分，作为了餐馆的厨房和雅间，非常的扰民，营业到晚上很晚，隆昌已经大力搞过拆除住改商的一些营业场所了，为什么西怡苑小区还一直保持这种严重的问题。这些餐馆和营业场所的做法非常影响小区的安全，他们的客人和员工可以自由的进出小区。还有就是在疫情防控的今天，也留下了隐患。。希望政府高度重视，及时做出处理，但是请一定不要再让古湖街道来处理问题，因为西怡苑小区的所有问题目前在古湖街道都不能得到公平公正的处理，切记深挖深查背后的问题。
"
		  【 投诉】成都燃气公司抄表错误导致误欠费七百多",为了更好的阅读体验，请您留言时多分段落，谢谢配合
"
		  【 投诉】举报罗江汉江新材料有限责任公司违法加班",举报四川汉江新材料有限公司，违法加班，工作时间5+2白加黑上班模式，强迫员工不准休息，随叫随到，属于严重违反劳动法，侵占劳动者休息、休假权益，逼迫员工签定不平等条约、霸王条款。公司内部规章制度违反劳动法，侵占劳动者身体健康权，逼迫几十名员工签自愿无偿加班，没有一名员工属于自愿加班，几个月都不让员工休息！剥夺劳动者身体健康权，严重违反劳动法，挑战劳动法底线。违法组织者叶总为了规避法律风险，规避相关部门检查，在上下班时间打卡上作文章，逃避监察。热烈欢迎罗江区劳动保障监察执法大队，休息日或者下班时间段来金山镇孵化园9栋4楼现场办公执法，抓现行、抓典范。希望罗江区劳动监察执法人员秉公执法，调查处理汉江新材料有限责任公司违法加班，严惩违法企业。
"
		  【 求助】金牛区非法运营三轮车乱象",金牛区为何在三轮车问题上还是没有一点点措施？金牛区金科中路地铁口B口的三轮车越来越多了，不说其他的，三轮车闯红灯，横穿马路逆行成常态，为何不进行管理？现在的三轮车越来越多了，有时候还威胁到行人安全。电动车都要求上牌，要管理，而这种非运营性质的三轮为何得不到管理？之前犀浦地铁口的三轮车很多众所周知吧，犀浦之前进行过一次全面整治现在犀浦的街头几乎没有三轮车了。无需电话回复，直接网页回复即可
"
		  【 投诉】投诉隆昌市隆城一号小区2栋2单元楼顶违建",4月10日，隆昌市隆城一号小区2栋2单元17-1的业主，无视其他业主和物业反对，违法封闭楼顶的逃生通道。当天拨打市政热线投诉，城管也过来看了，但一直到今天（4月21日），楼顶业主一直没有停止违建，政府也没有给出任何说法，请问我们还能向那里投诉？我们还能怎么维护自己的权益不受侵害，坐等他们把违建修好吗？请郑莉书记为我们2栋业主做主。
"
		  【 投诉】农网改造用电难",仪陇张公双庙村一组这个季节一个抽水泵都带不起？夏天风扇带不转，春节灯泡都带不亮。好几年了一直都这样，你们一天农网改造，你改的什么？为何别的地方都没有问题，就单单我们这里
